global_step,epoch,batch,train_loss
1,1,1,3.255326747894287
2,1,2,3.2015774250030518
3,1,3,3.172391891479492
4,1,4,3.1660208702087402
5,1,5,3.114114999771118
6,1,6,3.0918350219726562
7,1,7,3.0156335830688477
8,1,8,3.0039501190185547
9,1,9,2.9787838459014893
10,1,10,2.9478542804718018
11,1,11,2.9180617332458496
12,1,12,2.899240016937256
13,1,13,2.878657579421997
14,1,14,2.8860666751861572
15,1,15,2.861450433731079
16,1,16,2.748185157775879
17,1,17,2.759456157684326
18,1,18,2.730276346206665
19,1,19,2.6791231632232666
20,1,20,2.694455146789551
21,1,21,2.6031737327575684
22,1,22,2.6045219898223877
23,1,23,2.6079931259155273
24,1,24,2.5632147789001465
25,1,25,2.6138052940368652
26,1,26,2.5991241931915283
27,1,27,2.520495891571045
28,1,28,2.5072524547576904
29,1,29,2.431077003479004
30,1,30,2.5495522022247314
31,1,31,2.457019329071045
32,1,32,2.4885659217834473
33,1,33,2.392784595489502
34,1,34,2.3835740089416504
35,1,35,2.398637056350708
36,1,36,2.3874456882476807
37,1,37,2.311955451965332
38,1,38,2.3190982341766357
39,1,39,2.2759227752685547
40,1,40,2.2926764488220215
41,1,41,2.3016581535339355
42,1,42,2.2483835220336914
43,1,43,2.225123405456543
44,1,44,2.087711811065674
45,1,45,2.2229156494140625
46,1,46,2.1401026248931885
47,1,47,2.120255947113037
48,1,48,2.1298928260803223
49,1,49,2.103339672088623
50,1,50,2.120654344558716
51,1,51,2.0905325412750244
52,1,52,2.0306553840637207
53,1,53,2.0454514026641846
54,1,54,2.055642604827881
55,1,55,1.9882879257202148
56,1,56,2.0922493934631348
57,1,57,1.9203882217407227
58,1,58,1.8987222909927368
59,1,59,2.069624423980713
60,1,60,2.152596950531006
61,1,61,1.9653373956680298
62,1,62,1.8908542394638062
63,1,63,1.9309988021850586
64,1,64,1.8892982006072998
65,1,65,1.8565013408660889
66,1,66,1.8194324970245361
67,1,67,1.8617839813232422
68,1,68,1.8596782684326172
69,1,69,1.8105732202529907
70,1,70,1.7275760173797607
71,1,71,1.765303611755371
72,1,72,1.8895708322525024
73,1,73,1.784531593322754
74,1,74,1.6914383172988892
75,1,75,1.8214185237884521
76,1,76,1.7553974390029907
77,1,77,1.675100564956665
78,1,78,1.650107979774475
79,1,79,1.5863831043243408
80,1,80,1.580658197402954
81,1,81,1.589165449142456
82,1,82,1.6255614757537842
83,1,83,1.7148243188858032
84,1,84,1.603226661682129
85,1,85,1.7488629817962646
86,1,86,1.513715147972107
87,1,87,1.5842920541763306
88,1,88,1.6638734340667725
89,1,89,1.5714459419250488
90,1,90,1.5985931158065796
91,1,91,1.5957691669464111
92,1,92,1.480963110923767
93,1,93,1.5971969366073608
94,1,94,1.4473894834518433
95,1,95,1.497798204421997
96,1,96,1.5381258726119995
97,1,97,1.513577938079834
98,1,98,1.516692876815796
99,1,99,1.5684772729873657
100,1,100,1.5968064069747925
101,1,101,1.4686331748962402
102,1,102,1.4684045314788818
103,1,103,1.5202229022979736
104,1,104,1.429597020149231
105,1,105,1.3982537984848022
106,1,106,1.5763347148895264
107,1,107,1.4124977588653564
108,1,108,1.3772352933883667
109,1,109,1.369640827178955
110,1,110,1.3672701120376587
111,1,111,1.4453282356262207
112,1,112,1.3327701091766357
113,1,113,1.3084185123443604
114,1,114,1.4666119813919067
115,1,115,1.2600505352020264
116,1,116,1.3624894618988037
117,1,117,1.3626420497894287
118,1,118,1.3551499843597412
119,1,119,1.3145678043365479
120,1,120,1.332787275314331
121,1,121,1.3229378461837769
122,1,122,1.293836236000061
123,1,123,1.3830801248550415
124,1,124,1.4114272594451904
125,1,125,1.2964855432510376
126,1,126,1.179773211479187
127,1,127,1.383394479751587
128,1,128,1.3547824621200562
129,1,129,1.2160238027572632
130,1,130,1.30926513671875
131,1,131,1.2463741302490234
132,1,132,1.3339985609054565
133,1,133,1.2632454633712769
134,1,134,1.3085968494415283
135,1,135,1.2239831686019897
136,1,136,1.2316725254058838
137,1,137,1.2308323383331299
138,1,138,1.2376015186309814
139,1,139,1.2576310634613037
140,1,140,1.2036488056182861
141,1,141,1.2272754907608032
142,1,142,1.2788493633270264
143,1,143,1.247947096824646
144,1,144,1.2286765575408936
145,1,145,1.3360329866409302
146,1,146,1.1827329397201538
147,1,147,1.209973931312561
148,1,148,1.2365840673446655
149,1,149,1.3145681619644165
150,1,150,1.256314992904663
151,1,151,1.2493631839752197
152,1,152,1.2827619314193726
153,1,153,1.1890904903411865
154,1,154,1.1153395175933838
155,1,155,1.239639401435852
156,1,156,1.1486847400665283
157,1,157,1.144433856010437
158,1,158,1.2495661973953247
159,1,159,1.4973204135894775
160,1,160,1.2351762056350708
161,1,161,1.1730420589447021
162,1,162,1.1310995817184448
163,1,163,1.172743558883667
164,1,164,1.252458930015564
165,1,165,1.1669094562530518
166,1,166,1.2212259769439697
167,1,167,1.17030930519104
168,1,168,1.2740132808685303
169,1,169,1.1399415731430054
170,1,170,1.1274387836456299
171,1,171,1.1544398069381714
172,1,172,1.055822730064392
173,1,173,1.1198704242706299
174,1,174,1.0622427463531494
175,1,175,1.2452682256698608
176,1,176,0.9985383749008179
177,1,177,1.1428413391113281
178,1,178,0.9993032217025757
179,1,179,1.1024000644683838
180,1,180,1.0327943563461304
181,1,181,1.0869100093841553
182,1,182,0.9714274406433105
183,1,183,1.1390830278396606
184,1,184,1.1366204023361206
185,1,185,1.1084043979644775
186,1,186,1.090415358543396
187,1,187,1.0159591436386108
188,1,188,1.0233218669891357
189,1,189,1.1394455432891846
190,1,190,1.0553028583526611
